14:57:06.778 [main] DEBUG o.j.logging - Logging Provider: org.jboss.logging.Slf4jLoggerProvider
14:57:06.868 [main] DEBUG o.h.j.HibernatePersistenceProvider - Located and parsed 1 persistence units; checking each
14:57:06.868 [main] DEBUG o.h.j.HibernatePersistenceProvider - Checking persistence-unit [name=persistence-test, explicit-provider=org.hibernate.ejb.HibernatePersistence] against incoming persistence unit name [persistence-test]
14:57:06.869 [main] DEBUG o.h.j.b.s.ProviderChecker - Persistence-unit [persistence-test] requested PersistenceProvider [org.hibernate.ejb.HibernatePersistence]
14:57:06.870 [main] WARN  o.h.j.b.s.ProviderChecker - HHH015016: Encountered a deprecated javax.persistence.spi.PersistenceProvider [org.hibernate.ejb.HibernatePersistence]; [org.hibernate.jpa.HibernatePersistenceProvider] will be used instead.
14:57:06.879 [main] DEBUG o.h.j.i.u.LogHelper - PersistenceUnitInfo [
	name: persistence-test
	persistence provider classname: org.hibernate.ejb.HibernatePersistence
	classloader: null
	excludeUnlistedClasses: false
	JTA datasource: null
	Non JTA datasource: null
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/C:/Users/nazar/OneDrive/%d0%94%d0%be%d0%ba%d1%83%d0%bc%d0%b5%d0%bd%d1%82%d1%8b/Java%20Projects/Hibernate/target/classes
	Shared Cache Mode: null
	Validation Mode: null
	Jar files URLs []
	Managed classes names []
	Mapping files names []
	Properties [
		hibernate.connection.username: postgres
		hibernate.connection.password: Nazar19971
		hibernate.connection.pool_size: 1
		hibernate.dialect: org.hibernate.dialect.PostgreSQL9Dialect
		hibernate.connection.url: jdbc:postgresql://localhost:5432/postgres
		hibernate.show_sql: true
		hibernate.connection.driver_class: org.postgresql.Driver
		hibernate.current_session_context_class: thread]
14:57:06.884 [main] DEBUG o.h.i.i.IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
14:57:06.886 [main] DEBUG o.h.i.i.IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
14:57:06.890 [main] DEBUG o.h.i.i.IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
14:57:07.003 [main] INFO  o.h.Version - HHH000412: Hibernate Core {5.4.10.Final}
14:57:07.004 [main] DEBUG o.h.c.Environment - HHH000206: hibernate.properties not found
14:57:07.130 [main] DEBUG o.h.s.s.ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
14:57:07.143 [main] DEBUG o.h.c.i.RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
14:57:07.144 [main] DEBUG o.h.c.i.RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
14:57:07.164 [main] INFO  o.h.a.c.Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
15:09:43.241 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
15:09:43.246 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
15:09:43.247 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
15:09:43.248 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
15:09:43.249 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
15:09:43.250 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
15:09:43.251 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
15:09:43.252 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
15:09:43.252 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
15:09:43.253 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
15:09:43.253 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
15:09:43.254 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
15:09:43.261 [main] WARN  o.h.o.c.pooling - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
15:09:43.268 [main] INFO  o.h.o.c.pooling - HHH10001005: using driver [org.postgresql.Driver] at URL [jdbc:postgresql://localhost:5432/postgres]
15:09:43.269 [main] INFO  o.h.o.c.pooling - HHH10001001: Connection properties: {user=postgres, password=Nazar1997}
15:09:43.269 [main] INFO  o.h.o.c.pooling - HHH10001003: Autocommit mode: false
15:09:43.271 [main] DEBUG o.h.e.j.c.i.DriverManagerConnectionProviderImpl - Initializing Connection pool with 1 Connections
15:09:43.271 [main] INFO  o.h.e.j.c.i.DriverManagerConnectionProviderImpl - HHH000115: Hibernate connection pool size: 1 (min=1)
15:09:43.338 [main] DEBUG o.h.e.j.e.i.JdbcEnvironmentInitiator - Database ->
       name : PostgreSQL
    version : 12.2
      major : 12
      minor : 2
15:09:43.338 [main] DEBUG o.h.e.j.e.i.JdbcEnvironmentInitiator - Driver ->
       name : PostgreSQL Native Driver
    version : PostgreSQL 9.1 JDBC4 (build 901)
      major : 9
      minor : 1
15:09:43.338 [main] DEBUG o.h.e.j.e.i.JdbcEnvironmentInitiator - JDBC version : 4.0
15:09:43.348 [main] INFO  o.h.d.Dialect - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQL9Dialect
15:09:43.362 [main] DEBUG o.h.e.j.e.s.IdentifierHelperBuilder - JDBC driver metadata reported database stores quoted identifiers in neither upper, lower nor mixed case
15:09:43.469 [main] DEBUG o.h.e.j.e.i.DefaultSchemaNameResolver - Unable to use Java 1.7 Connection#getSchema : An error occurred trying to resolve the connection default schema resolver: Method org.postgresql.jdbc4.Jdbc4Connection.getSchema() is not yet implemented.
15:09:43.471 [main] DEBUG o.h.e.j.e.i.JdbcEnvironmentImpl - Unable to resolve connection default schema
org.hibernate.HibernateException: Use of DefaultSchemaNameResolver requires Dialect to provide the proper SQL statement/command but provided Dialect [org.hibernate.dialect.PostgreSQL9Dialect] did not return anything from Dialect#getCurrentSchemaCommand
	at org.hibernate.engine.jdbc.env.internal.DefaultSchemaNameResolver$SchemaNameResolverFallbackDelegate.resolveSchemaName(DefaultSchemaNameResolver.java:100)
	at org.hibernate.engine.jdbc.env.internal.DefaultSchemaNameResolver.resolveSchemaName(DefaultSchemaNameResolver.java:76)
	at org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentImpl.determineCurrentSchemaName(JdbcEnvironmentImpl.java:311)
	at org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentImpl.<init>(JdbcEnvironmentImpl.java:266)
	at org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator.initiateService(JdbcEnvironmentInitiator.java:114)
	at org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator.initiateService(JdbcEnvironmentInitiator.java:35)
	at org.hibernate.boot.registry.internal.StandardServiceRegistryImpl.initiateService(StandardServiceRegistryImpl.java:101)
	at org.hibernate.service.internal.AbstractServiceRegistryImpl.createService(AbstractServiceRegistryImpl.java:263)
	at org.hibernate.service.internal.AbstractServiceRegistryImpl.initializeService(AbstractServiceRegistryImpl.java:237)
	at org.hibernate.service.internal.AbstractServiceRegistryImpl.getService(AbstractServiceRegistryImpl.java:214)
	at org.hibernate.id.factory.internal.DefaultIdentifierGeneratorFactory.injectServices(DefaultIdentifierGeneratorFactory.java:152)
	at org.hibernate.service.internal.AbstractServiceRegistryImpl.injectDependencies(AbstractServiceRegistryImpl.java:286)
	at org.hibernate.service.internal.AbstractServiceRegistryImpl.initializeService(AbstractServiceRegistryImpl.java:243)
	at org.hibernate.service.internal.AbstractServiceRegistryImpl.getService(AbstractServiceRegistryImpl.java:214)
	at org.hibernate.boot.internal.InFlightMetadataCollectorImpl.<init>(InFlightMetadataCollectorImpl.java:175)
	at org.hibernate.boot.model.process.spi.MetadataBuildingProcess.complete(MetadataBuildingProcess.java:118)
	at org.hibernate.jpa.boot.internal.EntityManagerFactoryBuilderImpl.metadata(EntityManagerFactoryBuilderImpl.java:1202)
	at org.hibernate.jpa.boot.internal.EntityManagerFactoryBuilderImpl.build(EntityManagerFactoryBuilderImpl.java:1233)
	at org.hibernate.jpa.HibernatePersistenceProvider.createEntityManagerFactory(HibernatePersistenceProvider.java:56)
	at javax.persistence.Persistence.createEntityManagerFactory(Persistence.java:79)
	at javax.persistence.Persistence.createEntityManagerFactory(Persistence.java:54)
	at com.bida.dbconection.repository.GenericDAO.<init>(GenericDAO.java:16)
	at com.bida.dbconection.repository.DeveloperDAO.<init>(DeveloperDAO.java:14)
	at com.bida.dbconection.service.ServiceFactory.getDeveloperService(ServiceFactory.java:9)
	at com.bida.dbconection.Main.main(Main.java:17)
15:09:43.488 [main] DEBUG o.h.b.m.r.Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
15:09:43.490 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration pg-uuid -> org.hibernate.type.PostgresUUIDType@676cf48
15:09:43.490 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.PostgresUUIDType@676cf48
15:09:43.490 [main] DEBUG o.h.t.BasicTypeRegistry - HHH000270: Type registration [java.util.UUID] overrides previous : org.hibernate.type.UUIDBinaryType@3f56875e
15:09:43.491 [main] DEBUG o.h.t.s.TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@4ed5eb72] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@12f9af83]
15:09:43.535 [main] DEBUG o.h.c.AnnotationBinder - Binding entity from annotated class: com.bida.dbconection.domain.Developer
15:09:43.572 [main] DEBUG o.h.c.AnnotationBinder - Binding type definition: pgsql_enum
15:09:43.578 [main] DEBUG o.h.c.Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
15:09:43.583 [main] DEBUG o.h.c.a.EntityBinder - Import with entity name Developer
15:09:43.586 [main] DEBUG o.h.c.a.EntityBinder - Bind entity com.bida.dbconection.domain.Developer on table developers
15:09:43.607 [main] DEBUG o.h.c.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(developers), mappingColumn=id_developer, insertable=true, updatable=true, unique=false}
15:09:43.610 [main] DEBUG o.h.c.a.PropertyBinder - MetadataSourceProcessor property id with lazy=false
15:09:43.611 [main] DEBUG o.h.c.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.bida.dbconection.domain.Developer:id]
15:09:43.613 [main] DEBUG o.h.c.a.SimpleValueBinder - building SimpleValue for id
15:09:43.615 [main] DEBUG o.h.c.a.PropertyBinder - Building property id
15:09:43.620 [main] DEBUG o.h.c.BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(id_developer)]), id, org.hibernate.id.IncrementGenerator, increment, ...)
15:09:43.621 [main] DEBUG o.h.c.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(developers), mappingColumn=age, insertable=true, updatable=true, unique=false}
15:09:43.621 [main] DEBUG o.h.c.a.PropertyBinder - MetadataSourceProcessor property age with lazy=false
15:09:43.621 [main] DEBUG o.h.c.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.bida.dbconection.domain.Developer:age]
15:09:43.621 [main] DEBUG o.h.c.a.SimpleValueBinder - building SimpleValue for age
15:09:43.621 [main] DEBUG o.h.c.a.PropertyBinder - Building property age
15:09:43.622 [main] DEBUG o.h.c.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(developers), mappingColumn=it_company_id, insertable=true, updatable=true, unique=false}
15:09:43.622 [main] DEBUG o.h.c.a.PropertyBinder - MetadataSourceProcessor property itCompanyId with lazy=false
15:09:43.622 [main] DEBUG o.h.c.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.bida.dbconection.domain.Developer:itCompanyId]
15:09:43.622 [main] DEBUG o.h.c.a.SimpleValueBinder - building SimpleValue for itCompanyId
15:09:43.622 [main] DEBUG o.h.c.a.PropertyBinder - Building property itCompanyId
15:09:43.622 [main] DEBUG o.h.c.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(developers), mappingColumn=name, insertable=true, updatable=true, unique=false}
15:09:43.622 [main] DEBUG o.h.c.a.PropertyBinder - MetadataSourceProcessor property name with lazy=false
15:09:43.622 [main] DEBUG o.h.c.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.bida.dbconection.domain.Developer:name]
15:09:43.622 [main] DEBUG o.h.c.a.SimpleValueBinder - building SimpleValue for name
15:09:43.622 [main] DEBUG o.h.c.a.PropertyBinder - Building property name
15:09:43.623 [main] DEBUG o.h.c.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(developers), mappingColumn=salary, insertable=true, updatable=true, unique=false}
15:09:43.623 [main] DEBUG o.h.c.a.PropertyBinder - MetadataSourceProcessor property salary with lazy=false
15:09:43.623 [main] DEBUG o.h.c.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.bida.dbconection.domain.Developer:salary]
15:09:43.623 [main] DEBUG o.h.c.a.SimpleValueBinder - building SimpleValue for salary
15:09:43.623 [main] DEBUG o.h.c.a.PropertyBinder - Building property salary
15:09:43.624 [main] DEBUG o.h.c.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(developers), mappingColumn=sex, insertable=true, updatable=true, unique=false}
15:09:43.624 [main] DEBUG o.h.c.a.PropertyBinder - MetadataSourceProcessor property sex with lazy=false
15:09:43.625 [main] DEBUG o.h.c.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.bida.dbconection.domain.Developer:sex]
15:09:43.625 [main] DEBUG o.h.c.a.SimpleValueBinder - building SimpleValue for sex
15:09:43.625 [main] DEBUG o.h.c.a.PropertyBinder - Building property sex
15:09:43.628 [main] DEBUG o.h.c.AnnotationBinder - Binding entity from annotated class: com.bida.dbconection.domain.Project
15:09:43.629 [main] DEBUG o.h.c.Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
15:09:43.629 [main] DEBUG o.h.c.a.EntityBinder - Import with entity name Project
15:09:43.629 [main] DEBUG o.h.c.a.EntityBinder - Bind entity com.bida.dbconection.domain.Project on table projects
15:09:43.630 [main] DEBUG o.h.c.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(projects), mappingColumn=id_project, insertable=true, updatable=true, unique=false}
15:09:43.630 [main] DEBUG o.h.c.a.PropertyBinder - MetadataSourceProcessor property id with lazy=false
15:09:43.630 [main] DEBUG o.h.c.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.bida.dbconection.domain.Project:id]
15:09:43.630 [main] DEBUG o.h.c.a.SimpleValueBinder - building SimpleValue for id
15:09:43.630 [main] DEBUG o.h.c.a.PropertyBinder - Building property id
15:09:43.630 [main] DEBUG o.h.c.BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(id_project)]), id, org.hibernate.id.IncrementGenerator, increment, ...)
15:09:43.630 [main] DEBUG o.h.c.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(projects), mappingColumn=developers_amount, insertable=true, updatable=true, unique=false}
15:09:43.630 [main] DEBUG o.h.c.a.PropertyBinder - MetadataSourceProcessor property developersAmount with lazy=false
15:09:43.631 [main] DEBUG o.h.c.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.bida.dbconection.domain.Project:developersAmount]
15:09:43.631 [main] DEBUG o.h.c.a.SimpleValueBinder - building SimpleValue for developersAmount
15:09:43.631 [main] DEBUG o.h.c.a.PropertyBinder - Building property developersAmount
15:09:43.631 [main] DEBUG o.h.c.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(projects), mappingColumn=end_date, insertable=true, updatable=true, unique=false}
15:09:43.631 [main] DEBUG o.h.c.a.PropertyBinder - MetadataSourceProcessor property endDate with lazy=false
15:09:43.631 [main] DEBUG o.h.c.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.bida.dbconection.domain.Project:endDate]
15:09:43.631 [main] DEBUG o.h.c.a.SimpleValueBinder - building SimpleValue for endDate
15:09:43.631 [main] DEBUG o.h.c.a.PropertyBinder - Building property endDate
15:09:43.631 [main] DEBUG o.h.c.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(projects), mappingColumn=name, insertable=true, updatable=true, unique=false}
15:09:43.631 [main] DEBUG o.h.c.a.PropertyBinder - MetadataSourceProcessor property name with lazy=false
15:09:43.631 [main] DEBUG o.h.c.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.bida.dbconection.domain.Project:name]
15:09:43.631 [main] DEBUG o.h.c.a.SimpleValueBinder - building SimpleValue for name
15:09:43.631 [main] DEBUG o.h.c.a.PropertyBinder - Building property name
15:09:43.632 [main] DEBUG o.h.c.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(projects), mappingColumn=start_date, insertable=true, updatable=true, unique=false}
15:09:43.632 [main] DEBUG o.h.c.a.PropertyBinder - MetadataSourceProcessor property startDate with lazy=false
15:09:43.632 [main] DEBUG o.h.c.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.bida.dbconection.domain.Project:startDate]
15:09:43.632 [main] DEBUG o.h.c.a.SimpleValueBinder - building SimpleValue for startDate
15:09:43.632 [main] DEBUG o.h.c.a.PropertyBinder - Building property startDate
15:09:43.633 [main] DEBUG o.h.c.a.SimpleValueBinder - Starting fillSimpleValue for id
15:09:43.633 [main] DEBUG o.h.c.a.SimpleValueBinder - Starting fillSimpleValue for age
15:09:43.633 [main] DEBUG o.h.c.a.SimpleValueBinder - Starting fillSimpleValue for itCompanyId
15:09:43.633 [main] DEBUG o.h.c.a.SimpleValueBinder - Starting fillSimpleValue for name
15:09:43.633 [main] DEBUG o.h.c.a.SimpleValueBinder - Starting fillSimpleValue for salary
15:09:43.633 [main] DEBUG o.h.c.a.SimpleValueBinder - Starting fillSimpleValue for sex
15:09:43.633 [main] DEBUG o.h.b.i.ClassLoaderAccessImpl - Not known whether passed class name [com.bida.dbconection.domain.PostgreSQLEnumType] is safe
15:09:43.633 [main] DEBUG o.h.b.i.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.bida.dbconection.domain.PostgreSQLEnumType
15:09:43.634 [main] DEBUG o.h.c.a.SimpleValueBinder - Starting fillSimpleValue for id
15:09:43.634 [main] DEBUG o.h.c.a.SimpleValueBinder - Starting fillSimpleValue for developersAmount
15:09:43.634 [main] DEBUG o.h.c.a.SimpleValueBinder - Starting fillSimpleValue for endDate
15:09:43.634 [main] DEBUG o.h.c.a.SimpleValueBinder - Starting fillSimpleValue for name
15:09:43.634 [main] DEBUG o.h.c.a.SimpleValueBinder - Starting fillSimpleValue for startDate
15:09:43.635 [main] DEBUG o.h.m.PrimaryKey - Forcing column [id_developer] to be non-null as it is part of the primary key for table [developers]
15:09:43.636 [main] DEBUG o.h.m.PrimaryKey - Forcing column [id_project] to be non-null as it is part of the primary key for table [projects]
15:09:43.657 [main] DEBUG o.h.t.EnumType - Using NAMED-based conversion for Enum com.bida.dbconection.domain.Sex
15:09:43.668 [main] DEBUG o.h.i.SessionFactoryImpl - Building session factory
15:09:43.668 [main] DEBUG o.h.c.Settings - SessionFactory name : null
15:09:43.669 [main] DEBUG o.h.c.Settings - Automatic flush during beforeCompletion(): enabled
15:09:43.669 [main] DEBUG o.h.c.Settings - Automatic session close at end of transaction: disabled
15:09:43.669 [main] DEBUG o.h.c.Settings - Statistics: disabled
15:09:43.669 [main] DEBUG o.h.c.Settings - Deleted entity synthetic identifier rollback: disabled
15:09:43.669 [main] DEBUG o.h.c.Settings - Default entity-mode: pojo
15:09:43.669 [main] DEBUG o.h.c.Settings - Check Nullability in Core (should be disabled when Bean Validation is on): enabled
15:09:43.669 [main] DEBUG o.h.c.Settings - Allow initialization of lazy state outside session : disabled
15:09:43.669 [main] DEBUG o.h.c.Settings - Using BatchFetchStyle : LEGACY
15:09:43.669 [main] DEBUG o.h.c.Settings - Default batch fetch size: -1
15:09:43.669 [main] DEBUG o.h.c.Settings - Maximum outer join fetch depth: null
15:09:43.669 [main] DEBUG o.h.c.Settings - Default null ordering: NONE
15:09:43.669 [main] DEBUG o.h.c.Settings - Order SQL updates by primary key: disabled
15:09:43.669 [main] DEBUG o.h.c.Settings - Order SQL inserts for batching: disabled
15:09:43.669 [main] DEBUG o.h.c.Settings - multi-tenancy strategy : NONE
15:09:43.669 [main] DEBUG o.h.c.Settings - JTA Track by Thread: enabled
15:09:43.669 [main] DEBUG o.h.c.Settings - Query language substitutions: {}
15:09:43.669 [main] DEBUG o.h.c.Settings - Named query checking : enabled
15:09:43.669 [main] DEBUG o.h.c.Settings - Second-level cache: disabled
15:09:43.669 [main] DEBUG o.h.c.Settings - Second-level query cache: disabled
15:09:43.670 [main] DEBUG o.h.c.Settings - Second-level query cache factory: null
15:09:43.670 [main] DEBUG o.h.c.Settings - Second-level cache region prefix: null
15:09:43.670 [main] DEBUG o.h.c.Settings - Optimize second-level cache for minimal puts: disabled
15:09:43.670 [main] DEBUG o.h.c.Settings - Structured second-level cache entries: disabled
15:09:43.670 [main] DEBUG o.h.c.Settings - Second-level cache direct-reference entries: disabled
15:09:43.670 [main] DEBUG o.h.c.Settings - Automatic eviction of collection cache: disabled
15:09:43.670 [main] DEBUG o.h.c.Settings - JDBC batch size: 15
15:09:43.670 [main] DEBUG o.h.c.Settings - JDBC batch updates for versioned data: enabled
15:09:43.670 [main] DEBUG o.h.c.Settings - Scrollable result sets: enabled
15:09:43.670 [main] DEBUG o.h.c.Settings - Wrap result sets: disabled
15:09:43.670 [main] DEBUG o.h.c.Settings - JDBC3 getGeneratedKeys(): disabled
15:09:43.670 [main] DEBUG o.h.c.Settings - JDBC result set fetch size: null
15:09:43.670 [main] DEBUG o.h.c.Settings - Connection release mode: AFTER_TRANSACTION
15:09:43.670 [main] DEBUG o.h.c.Settings - Generate SQL with comments: disabled
15:09:43.670 [main] DEBUG o.h.c.Settings - JPA compliance - query : disabled
15:09:43.670 [main] DEBUG o.h.c.Settings - JPA compliance - closed-handling : disabled
15:09:43.670 [main] DEBUG o.h.c.Settings - JPA compliance - lists : disabled
15:09:43.670 [main] DEBUG o.h.c.Settings - JPA compliance - transactions : disabled
15:09:43.712 [main] DEBUG o.h.t.EnumType - Using NAMED-based conversion for Enum com.bida.dbconection.domain.Sex
15:09:43.724 [main] DEBUG o.h.i.SessionFactoryImpl - Session factory constructed with filter configurations : {}
